অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ছ,ি,ল,ে,ন,$,V,PROG,3,POL,PST	অ,ন,ু,র,ো,ধ, ,ক,র,ছ,ি,ল,ে,ন
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ত,ে,$,V,NFIN	অ,ন,ু,র,ো,ধ, ,ক,র,ত,ে
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ে,ছ,ি,ল,ো,$,V,PRF,2,POL,PST	অ,ন,ু,র,ো,ধ, ,ক,র,ে,ছ,ি,ল,ো
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ছ,ি,ল,া,ম,$,V,PROG,1,PST	অ,ন,ু,র,ো,ধ, ,ক,র,ছ,ি,ল,া,ম
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ষ,ে,দ, ,ক,র,া,#,অ,ন,ষ,ে,দ, ,ক,র,ব,ে,$,V,2,POL,FUT	অ,ন,ু,র,ো,ধ, ,ক,র,ব,ে
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ব,ে,$,V,3,INFM,FUT	অ,ন,ু,র,ো,ধ, ,ক,র,ব,ে
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ে,ছ,ি,ল,ে,ন,$,V,PRF,3,POL,PST	অ,ন,ু,র,ো,ধ, ,ক,র,ে,ছ,ি,ল,ে,ন
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ে,ছ,ি,স,$,V,PRF,2,PRS,LGSPEC1	অ,ন,ু,র,ো,ধ, ,ক,র,ে,ছ,ি,স
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ছ,ি,স,$,V,PROG,2,PRS,LGSPEC1	অ,ন,ু,র,ো,ধ, ,ক,র,ছ,ি,স
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,গ,স, ,ক,র,া,#,অ,ন,ু,গ,স, ,ক,র,ছ,ে,$,V,PROG,2,POL,PRS	অ,ন,ু,র,ো,ধ, ,ক,র,ছ,ে
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ত,ে,ন,$,V,HAB,3,POL,PST	অ,ন,ু,র,ো,ধ, ,ক,র,ত,ে,ন
অ,ন,ু,র,ো,ধ, ,ক,র,া,&,অ,ন,ু,ভ,ব, ,ক,র,া,#,অ,ন,ু,ভ,ব, ,ক,র,ত,া,ম,$,V,HAB,1,PST	অ,ন,ু,র,ো,ধ, ,ক,র,ত,া,ম
