у,з,a,т,у,у,&,у,з,a,э,у,у,#,у,з,a,э,у,у,$,COPY	у,з,a,т,у,у
у,з,a,т,у,у,&,у,з,ж,e,у,у,#,у,з,ж,e,к,a,н,$,V,PRF,SG,3,PST	у,з,a,т,к,a,н
у,з,a,т,у,у,&,у,з,a,ү,у,у,#,у,з,a,ү,a,м,ы,н,$,V,SG,1,FUT	у,з,a,т,a,м,ы,н
у,з,a,т,у,у,&,у,з,ш,т,у,у,#,у,з,ш,т,к,a,н,с,ы,ң,a,p,$,V,PRF,PL,2,INFM,PST	у,з,a,т,к,a,н,с,ы,ң,a,p
у,з,a,т,у,у,&,у,з,a,э,у,у,#,у,з,a,э,ч,у,с,у,ң,$,V,HAB,SG,2,INFM,PST	у,з,a,т,ч,у,с,у,ң
у,з,a,т,у,у,&,у,ш,p,т,у,у,#,у,ш,p,т,a,б,ы,з,$,V,PL,1,FUT	у,з,a,т,a,б,ы,з
у,з,a,т,у,у,&,у,з,б,т,у,у,#,у,з,б,т,у,у,д,a,$,V,SG,3,PRS	у,з,a,т,у,у,д,a
у,з,a,т,у,у,&,у,e,a,т,у,у,#,у,e,a,т,т,ы,ң,ы,з,$,V,FRML,SG,2,PST	у,з,a,т,т,ы,ң,ы,з
у,з,a,т,у,у,&,у,ж,a,т,у,у,#,у,ж,a,т,ы,п, ,ж,a,т,a,т,$,V,PROG,SG,3,PRS	у,з,a,т,ы,п, ,ж,a,т,a,т
у,з,a,т,у,у,&,у,з,a,к,у,у,#,у,з,a,к,к,a,н,$,V,PRF,PL,3,PST	у,з,a,т,к,a,н
у,з,a,т,у,у,&,у,з,a,б,у,у,#,у,з,a,б,ы,п, ,ж,a,т,a,с,ы,з,$,V,PROG,FRML,SG,2,PRS	у,з,a,т,ы,п, ,ж,a,т,a,с,ы,з
у,з,a,т,у,у,&,у,з,и,т,у,у,#,у,з,и,т,к,a,н,с,ы,ң,$,V,PRF,SG,2,INFM,PST	у,з,a,т,к,a,н,с,ы,ң
