i,p,p,r,o,m,w,o,v,a,&,i,p,p,r,o,m,w,p,v,a,#,i,p,p,r,o,m,w,p,v,a,$,COPY	i,p,p,r,o,m,w,o,v,a
i,p,p,r,o,m,w,o,v,a,&,i,p,p,r,f,q,w,o,v,a,#,j,i,p,p,r,f,q,w,o,v,u,$,V,IPFV,FIN,PL,3,PST	j,i,p,p,r,o,m,w,o,v,u
i,p,p,r,o,m,w,o,v,a,&,i,p,ħ,r,o,h,w,o,v,a,#,t,i,p,ħ,r,o,h,w,o,v,u,$,V,IPFV,FIN,PL,2,PST	t,i,p,p,r,o,m,w,o,v,u
i,p,p,r,o,m,w,o,v,a,&,i,p,p,p,o,h,',o,v,a,#,i,p,p,p,o,h,',o,v,i,$,V,FIN,IMP,SG,2	i,p,p,r,o,m,w,o,v,i
i,p,p,r,o,m,w,o,v,a,&,i,p,p,r,o,m,w,r,v,a,#,i,p,p,r,o,m,w,r,v,e,j,t,$,V,PRF,FIN,SG,2,PST	i,p,p,r,o,m,w,o,v,e,j,t
i,p,p,r,o,m,w,o,v,a,&,i,p,p,r,o,m,w,q,v,a,#,n,i,p,p,r,o,m,w,q,v,i,$,V,IPFV,FIN,SG,1,PST	n,i,p,p,r,o,m,w,o,v,i
i,p,p,r,o,m,w,o,v,a,&,i,p,p,f,o,t,w,o,v,a,#,i,p,p,f,o,t,w,o,v,a,$,V,PRF,FIN,MASC,SG,3,PST	i,p,p,r,o,m,w,o,v,a
i,p,p,r,o,m,w,o,v,a,&,i,q,p,r,o,a,w,o,v,a,#,i,q,p,r,o,a,w,o,v,e,j,t,$,V,PRF,FIN,SG,1,PST	i,p,p,r,o,m,w,o,v,e,j,t
i,p,p,r,o,m,w,o,v,a,&,i,p,p,r,o,m,w,ż,v,a,#,t,i,p,p,r,o,m,w,ż,v,i,$,V,IPFV,FIN,FEM,SG,3,PST	t,i,p,p,r,o,m,w,o,v,i
i,p,p,r,o,m,w,o,v,a,&,i,p,p,r,o,m,e,o,v,a,#,i,p,p,r,o,m,e,o,v,i,e,t,$,V,PRF,FIN,FEM,SG,3,PST	i,p,p,r,o,m,w,o,v,i,e,t
i,p,p,r,o,m,w,o,v,a,&,i,p,p,r,o,m,ċ,o,v,a,#,n,i,p,p,r,o,m,ċ,o,v,u,$,V,IPFV,FIN,PL,1,PST	n,i,p,p,r,o,m,w,o,v,u
i,p,p,r,o,m,w,o,v,a,&,i,j,p,r,o,w,w,b,v,a,#,t,i,j,p,r,o,w,w,b,v,i,$,V,IPFV,FIN,SG,2,PST	t,i,p,p,r,o,m,w,o,v,i
i,p,p,r,o,m,w,o,v,a,&,i,p,p,g,b,h,w,o,v,a,#,j,i,p,p,g,b,h,w,o,v,i,$,V,IPFV,FIN,MASC,SG,3,PST	j,i,p,p,r,o,m,w,o,v,i
i,p,p,r,o,m,w,o,v,a,&,i,o,ġ,r,p,m,w,o,v,a,#,i,o,ġ,r,p,m,w,o,v,e,j,n,a,$,V,PRF,FIN,PL,1,PST	i,p,p,r,o,m,w,o,v,e,j,n,a
i,p,p,r,o,m,w,o,v,a,&,i,f,p,r,k,m,e,g,v,a,#,i,f,p,r,k,m,e,g,v,e,w,$,V,PRF,FIN,PL,3,PST	i,p,p,r,o,m,w,o,v,e,w
i,p,p,r,o,m,w,o,v,a,&,i,q,p,r,r,m,a,o,v,a,#,i,q,p,r,r,m,a,o,v,e,j,t,u,$,V,PRF,FIN,PL,2,PST	i,p,p,r,o,m,w,o,v,e,j,t,u
i,p,p,r,o,m,w,o,v,a,&,i,p,w,r,o,m,w,o,v,a,#,i,p,w,r,o,m,w,o,v,u,$,V,FIN,IMP,PL,1	i,p,p,r,o,m,w,o,v,u
k,i,b,e,r,&,k,v,b,t,r,#,k,v,b,t,r,$,COPY	k,i,b,e,r
k,i,b,e,r,&,k,i,s,e,r,#,t,i,k,s,r,u,$,V,IPFV,FIN,PL,2,PST	t,i,k,b,r,u
k,i,b,e,r,&,k,s,b,e,r,#,k,s,b,r,e,t,$,V,PRF,FIN,FEM,SG,3,PST	k,i,b,r,e,t
k,i,b,e,r,&,k,i,s,e,r,#,n,i,k,s,r,u,$,V,IPFV,FIN,PL,1,PST	n,i,k,b,r,u
k,i,b,e,r,&,k,i,ħ,e,r,#,t,i,k,ħ,e,r,$,V,IPFV,FIN,FEM,SG,3,PST	t,i,k,b,e,r
k,i,b,e,r,&,k,i,s,e,r,#,i,k,s,r,u,$,V,FIN,IMP,PL,1	i,k,b,r,u
k,i,b,e,r,&,k,i,s,e,r,#,k,s,i,r,n,a,$,V,PRF,FIN,PL,1,PST	k,b,i,r,n,a
k,i,b,e,r,&,k,i,s,e,r,#,k,s,i,r,t,u,$,V,PRF,FIN,PL,2,PST	k,b,i,r,t,u
k,i,b,e,r,&,k,i,ħ,e,r,#,i,k,ħ,e,r,$,V,FIN,IMP,SG,2	i,k,b,e,r
k,i,b,e,r,&,k,i,s,e,r,#,k,s,i,r,t,$,V,PRF,FIN,SG,2,PST	k,b,i,r,t
k,i,b,e,r,&,k,i,s,e,r,#,k,s,i,r,t,$,V,PRF,FIN,SG,1,PST	k,b,i,r,t
k,i,b,e,r,&,k,i,s,e,r,#,j,i,k,s,r,u,$,V,IPFV,FIN,PL,3,PST	j,i,k,b,r,u
k,i,b,e,r,&,k,i,b,a,w,#,j,i,k,b,a,w,$,V,IPFV,FIN,MASC,SG,3,PST	j,i,k,b,e,r
k,i,b,e,r,&,k,i,o,e,r,#,k,i,o,e,r,$,V,PRF,FIN,MASC,SG,3,PST	k,i,b,e,r
k,i,b,e,r,&,k,i,ġ,e,r,#,t,i,k,ġ,e,r,$,V,IPFV,FIN,SG,2,PST	t,i,k,b,e,r
k,i,b,e,r,&,k,i,b,i,t,#,n,i,k,b,i,t,$,V,IPFV,FIN,SG,1,PST	n,i,k,b,e,r
k,i,b,e,r,&,k,i,t,e,r,#,k,i,t,r,u,$,V,PRF,FIN,PL,3,PST	k,i,b,r,u
t,a,r,&,t,v,r,#,t,v,r,$,COPY	t,a,r
t,a,r,&,ż,a,r,#,i,ż,ż,u,r,$,V,IPFV,FIN,SG,2,PST	i,t,t,i,r
t,a,r,&,t,b,r,#,t,b,r,e,t,$,V,PRF,FIN,FEM,SG,3,PST	t,a,r,e,t
t,a,r,&,ż,a,r,#,ż,u,r,t,u,$,V,PRF,FIN,PL,2,PST	t,i,r,t,u
